Solar_Irradiance,Cloud_Cover,Temperature,Humidity,Battery_Level,Grid_Price,Solar_Generation_kW,Hospital_Load_kW,Residential_Load_kW,EV_Load_kW,Emergency_Load_kW,Total_Load_kW,Distribution_Action
405.81311290499434,49.96702437290534,29.144337051165216,44.744930440728126,76.73996828058357,0.08041455588918273,4.736716640871814,36.92897894051715,71.71171725935575,3.8926191634073892,16.860737931212732,129.39405329449303,Hospital_Priority
953.1785910894204,74.67467725125942,23.778773606025794,81.25538143138934,89.29916875866851,0.29119656690660384,7.200521213052965,37.67931100294901,67.36103444967543,16.19177717931768,6.905804614978451,128.13792724692058,Hospital_Priority
745.3942447208349,56.266678065633315,38.934955745918224,94.5782612378718,51.68618878411009,0.1977696524282926,7.917741894469511,24.45930804388601,36.86255235622514,18.461589821884495,10.525501855742007,90.30895207773766,Residential_Support
618.7255599871847,8.330258311179639,16.569353529527145,83.05711533702842,36.02608585060668,0.23408811900429416,11.515487243339942,20.790768058778227,45.183061059554774,15.23115813473878,11.66230863705469,92.86729589012647,Residential_Support
198.2177084203147,18.55802367835554,27.63569247996822,45.96071948257192,38.69619169199153,0.2807713747685032,3.351266014017365,19.7915262714357,50.46119335137156,15.527916466980107,13.311007083450683,99.09164317323805,Residential_Support
198.1947943193925,21.932818403091915,31.00630044970668,73.34392950596468,72.72534325279545,0.1752940118027428,3.239400814346952,37.04882739236099,54.02089399216793,4.871515616152983,6.131432532292273,102.07266953297417,Hospital_Priority
105.17943155978949,25.78642536448449,34.766934680361445,60.044258524330495,61.080223059234655,0.17694372202858338,1.6515550375632204,20.780563063012348,38.024806808223836,17.95723701120059,10.932710143792804,87.69531702622957,Residential_Support
872.8673384861884,56.54033919505043,22.209130912840212,78.98883379125564,53.784471787953144,0.11673594560295798,9.23197753800877,28.270976170062944,52.04600505031962,29.3034403935793,9.677576614906116,119.29799822886798,Residential_Support
621.0592611560484,50.39657798253935,30.607657229724445,31.48230459846813,28.249667089855663,0.27928222172872547,7.204641642016124,23.293482076965745,66.39507038738275,29.27458368815818,11.928855951741498,130.89199210424817,Residential_Support
722.6689489062433,20.316003836420894,19.096044141528484,67.8600944484428,88.7910118749013,0.22248812732703138,12.006421455051283,27.473385957745435,61.15887043209983,10.474324644065796,15.947956813737017,115.05453784764808,Balanced_Distribution
69.55526958101233,6.755484345568707,23.06428277085461,78.0250080006301,80.29184027566654,0.11965923440414122,1.3127921358191899,23.64417545935507,77.05670017684503,21.853499178117044,7.269422552216033,129.82379736653317,Residential_Support
971.4143595538947,17.14322044747181,36.86881393610197,77.09235015549801,22.657474156530665,0.20315424320493486,16.652758772465884,22.323717901659073,34.318798535206234,13.247155919837727,15.237798232430345,85.12747058913338,Residential_Support
840.8205087604007,98.43813126186033,38.49722827992863,92.26947542028361,43.0649609141923,0.15219606644567926,3.0216102403712624,25.68307503197939,60.69417714106631,4.132802481479315,10.354807892118416,100.86486254664344,Hospital_Priority
251.72215514436235,46.854694979147226,31.56452040781794,24.380853558824004,58.791888427500226,0.11238003335743577,3.0687156364234682,23.323138417983913,76.98147304619306,22.211383365167304,9.596106974102419,132.1121018034467,Residential_Support
222.73371884674557,86.73455047021125,21.230556723285552,45.93345268192179,50.89047604943788,0.12001127842685574,1.234889547146429,35.99228261440494,25.76661988495398,10.321262172126797,11.033881556897194,83.11404622838292,Hospital_Priority
224.23428436076213,84.87524666688432,34.60173369923992,55.74151863435791,45.80162548639645,0.2030365747182445,1.3126956544999149,29.516415258706395,53.71520106948456,22.827856151529033,17.839791641057914,123.8992641207779,Hospital_Priority
339.0301308115608,51.15195574628737,10.776012451762606,43.23226462940609,74.69487078044764,0.20416474970520684,3.890260241576053,19.404175688486085,79.06350909601039,11.381300786861733,6.009955937425039,115.85894150878323,Residential_Support
548.518610050626,70.66877084605436,13.082377316182631,43.234213525435315,14.905315381405371,0.25378697183151167,4.5098495412685295,20.898642491158803,23.685881998420246,5.250437559067613,13.61690996470917,63.45187201335584,Emergency_Priority
460.34776771001,19.275201041271227,29.841212091260832,33.209645501744475,52.42693052133477,0.1345565425247323,7.728072725615054,16.33883744139373,41.7767580514215,25.590608887355206,16.022603144055527,99.72880752422596,Residential_Support
326.6676831881398,68.83967049269083,18.73745725810172,80.97135522689058,33.59635213506412,0.2814833440931031,2.785404385215752,22.49221583668042,25.099972633345896,1.555895497639923,14.362764391861075,63.510848359527316,Residential_Support
631.2602499862605,27.23845792632895,38.54158655201434,88.10517832884068,17.615654671128304,0.1940948449403433,9.759445706422769,31.737953946853466,55.14748233823598,10.967153700817935,13.03068834224281,110.88327832815018,Residential_Support
182.51916761943974,83.20620967541508,23.08181836276914,26.17455196788129,51.8398442202669,0.12491799154508296,1.1192619972679057,19.57395924771409,71.16361121458061,20.17616272335209,14.332499530890889,125.24623271653768,Residential_Support
327.53741610845725,8.372413310890991,22.88094461167531,31.617418381872398,25.423182196351185,0.170921726632746,6.093701885095597,17.48005892188632,34.516551209783046,26.59090570702878,10.31188101372496,88.89939685242311,Residential_Support
398.0437511290071,77.31386728852775,30.342385305727937,37.13397499038899,33.24018537011878,0.28313903984895994,2.8318247309441715,23.025384651448725,32.25455806802966,4.833173608628684,11.371142617699352,71.48425894580642,Residential_Support
483.26648500618415,9.993690656861954,33.027056869185685,58.174061289062685,55.630785655906834,0.1851944394307105,8.860393740793546,30.3130558372622,51.80524880133511,2.881645974377871,10.82002582743372,95.81997644040891,Residential_Support
795.917163323363,88.1189236894309,24.266762143754093,79.33790249757253,97.63380819395393,0.2724373243053899,4.229115970133972,26.819501144351477,41.32290071931089,9.064132540923774,13.700025195585207,90.90655960017136,Hospital_Priority
239.69009305044176,30.42045181350037,16.420027051351724,25.359164357371267,71.58295061232003,0.11516320173666057,3.578555040039771,23.30475653678746,69.56658460147978,7.685706200277222,18.270470050690598,118.82751738923506,Residential_Support
538.5227164929311,65.43933648305747,33.19925928176865,67.76097392438214,35.16596183411423,0.2810708476940451,4.897026121800107,37.073793948345184,28.037868553435523,20.82729723868667,12.090896086691153,98.02985582715851,Hospital_Priority
612.7938404189404,48.750227862027984,19.610538246208826,31.200159220281485,44.41654473178389,0.17473613720987594,7.27690358290038,26.713942437806743,74.86797562695753,7.129986237099558,11.077138320214857,119.78904262207868,Hospital_Priority
94.12789208399784,36.630314526233896,15.253323078815729,92.85928009071989,46.55198370888795,0.2859479275767681,1.30790212622525,26.37616676244256,68.64439873492087,18.719258483093395,15.164044381504143,128.90386836196097,Hospital_Priority
627.1676093063664,64.54418331834965,28.949205697750397,87.40800731388063,23.82738610099394,0.27053727428171287,5.796681995060461,15.791418943635616,20.906753670547506,19.680196259638844,7.972429953440567,64.35079882726254,Residential_Support
211.99791750292695,94.7522980551238,12.713610009710512,91.2187136709314,24.458876997371267,0.22519258751424331,0.8920767056747253,30.983570789481753,36.707166657741155,24.167528482960883,18.385140701593013,110.2434066317768,Emergency_Priority
